,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
21349,강남,459,2021,1,13,17,2021-01-13 17:00:00,2021-01-13,7.8,겨울
21365,강남,474,2021,1,13,18,2021-01-13 18:00:00,2021-01-13,7.1,겨울
21406,강남,559,2021,1,13,19,2021-01-13 19:00:00,2021-01-13,6.5,겨울
21926,강남,642,2021,1,13,20,2021-01-13 20:00:00,2021-01-13,5.6,겨울
21956,강남,660,2021,1,13,21,2021-01-13 21:00:00,2021-01-13,4.9,겨울
21988,강남,681,2021,1,13,22,2021-01-13 22:00:00,2021-01-13,2.3,겨울
22002,강남,676,2021,1,13,23,2021-01-13 23:00:00,2021-01-13,3.0,겨울
22035,강남,630,2021,1,14,00,2021-01-14 00:00:00,2021-01-14,2.2,겨울
22054,강남,574,2021,1,14,01,2021-01-14 01:00:00,2021-01-14,1.3,겨울
22100,강남,560,2021,1,14,02,2021-01-14 02:00:00,2021-01-14,1.0,겨울
22448,강남,548,2021,1,14,03,2021-01-14 03:00:00,2021-01-14,-1.4,겨울
22470,강남,529,2021,1,14,04,2021-01-14 04:00:00,2021-01-14,-2.7,겨울
22505,강남,531,2021,1,14,05,2021-01-14 05:00:00,2021-01-14,-2.2,겨울
22566,강남,576,2021,1,14,06,2021-01-14 06:00:00,2021-01-14,-2.5,겨울
22611,강남,593,2021,1,14,07,2021-01-14 07:00:00,2021-01-14,-3.7,겨울
22716,강남,618,2021,1,14,08,2021-01-14 08:00:00,2021-01-14,-4.0,겨울
22773,강남,638,2021,1,14,09,2021-01-14 09:00:00,2021-01-14,-2.0,겨울
22812,강남,615,2021,1,14,10,2021-01-14 10:00:00,2021-01-14,1.8,겨울
22860,강남,542,2021,1,14,11,2021-01-14 11:00:00,2021-01-14,2.7,겨울
22897,강남,508,2021,1,14,12,2021-01-14 12:00:00,2021-01-14,4.1,겨울
22955,강남,484,2021,1,14,13,2021-01-14 13:00:00,2021-01-14,5.7,겨울
22982,강남,467,2021,1,14,14,2021-01-14 14:00:00,2021-01-14,6.3,겨울
22996,강남,444,2021,1,14,15,2021-01-14 15:00:00,2021-01-14,7.8,겨울
23020,강남,447,2021,1,14,16,2021-01-14 16:00:00,2021-01-14,7.8,겨울
23041,강남,445,2021,1,14,17,2021-01-14 17:00:00,2021-01-14,6.0,겨울
23060,강남,509,2021,1,14,18,2021-01-14 18:00:00,2021-01-14,2.6,겨울
23075,강남,584,2021,1,14,19,2021-01-14 19:00:00,2021-01-14,0.7,겨울
23081,강남,629,2021,1,14,20,2021-01-14 20:00:00,2021-01-14,-0.4,겨울
23094,강남,687,2021,1,14,21,2021-01-14 21:00:00,2021-01-14,-0.3,겨울
23124,강남,704,2021,1,14,22,2021-01-14 22:00:00,2021-01-14,-0.9,겨울
23148,강남,650,2021,1,14,23,2021-01-14 23:00:00,2021-01-14,-0.8,겨울
23188,강남,596,2021,1,15,00,2021-01-15 00:00:00,2021-01-15,-0.3,겨울
23214,강남,534,2021,1,15,01,2021-01-15 01:00:00,2021-01-15,-0.4,겨울
23252,강남,487,2021,1,15,02,2021-01-15 02:00:00,2021-01-15,-0.4,겨울
23272,강남,490,2021,1,15,03,2021-01-15 03:00:00,2021-01-15,0.5,겨울
23293,강남,487,2021,1,15,04,2021-01-15 04:00:00,2021-01-15,-0.3,겨울
23315,강남,478,2021,1,15,05,2021-01-15 05:00:00,2021-01-15,-0.2,겨울
23339,강남,479,2021,1,15,06,2021-01-15 06:00:00,2021-01-15,3.2,겨울
23369,강남,487,2021,1,15,07,2021-01-15 07:00:00,2021-01-15,2.9,겨울
23391,강남,548,2021,1,15,08,2021-01-15 08:00:00,2021-01-15,2.6,겨울
23436,강남,566,2021,1,15,09,2021-01-15 09:00:00,2021-01-15,5.4,겨울
23483,강남,550,2021,1,15,10,2021-01-15 10:00:00,2021-01-15,7.5,겨울
23497,강남,521,2021,1,15,11,2021-01-15 11:00:00,2021-01-15,7.7,겨울
23516,강남,488,2021,1,15,12,2021-01-15 12:00:00,2021-01-15,9.1,겨울
23538,강남,453,2021,1,15,13,2021-01-15 13:00:00,2021-01-15,10.3,겨울
23568,강남,446,2021,1,15,14,2021-01-15 14:00:00,2021-01-15,11.0,겨울
23587,강남,437,2021,1,15,15,2021-01-15 15:00:00,2021-01-15,10.3,겨울
23622,강남,443,2021,1,15,16,2021-01-15 16:00:00,2021-01-15,8.4,겨울
23676,강남,445,2021,1,15,17,2021-01-15 17:00:00,2021-01-15,7.4,겨울
23730,강남,494,2021,1,15,18,2021-01-15 18:00:00,2021-01-15,6.5,겨울
23787,강남,568,2021,1,15,19,2021-01-15 19:00:00,2021-01-15,4.9,겨울
23825,강남,608,2021,1,15,20,2021-01-15 20:00:00,2021-01-15,4.4,겨울
23859,강남,633,2021,1,15,21,2021-01-15 21:00:00,2021-01-15,3.2,겨울
23902,강남,671,2021,1,15,22,2021-01-15 22:00:00,2021-01-15,2.2,겨울
23933,강남,655,2021,1,15,23,2021-01-15 23:00:00,2021-01-15,1.4,겨울
23972,강남,598,2021,1,16,00,2021-01-16 00:00:00,2021-01-16,0.7,겨울
24017,강남,533,2021,1,16,01,2021-01-16 01:00:00,2021-01-16,-0.5,겨울
24044,강남,543,2021,1,16,02,2021-01-16 02:00:00,2021-01-16,-1.1,겨울
24071,강남,529,2021,1,16,03,2021-01-16 03:00:00,2021-01-16,-1.9,겨울
24102,강남,529,2021,1,16,04,2021-01-16 04:00:00,2021-01-16,-2.5,겨울
24149,강남,534,2021,1,16,05,2021-01-16 05:00:00,2021-01-16,-3.0,겨울
24174,강남,556,2021,1,16,06,2021-01-16 06:00:00,2021-01-16,-3.9,겨울
24209,강남,553,2021,1,16,07,2021-01-16 07:00:00,2021-01-16,-4.3,겨울
24224,강남,558,2021,1,16,08,2021-01-16 08:00:00,2021-01-16,-5.0,겨울
24249,강남,578,2021,1,16,09,2021-01-16 09:00:00,2021-01-16,-5.0,겨울
24274,강남,562,2021,1,16,10,2021-01-16 10:00:00,2021-01-16,-3.6,겨울
24298,강남,553,2021,1,16,11,2021-01-16 11:00:00,2021-01-16,-3.2,겨울
24326,강남,555,2021,1,16,12,2021-01-16 12:00:00,2021-01-16,-2.0,겨울
24356,강남,539,2021,1,16,13,2021-01-16 13:00:00,2021-01-16,-1.5,겨울
24383,강남,535,2021,1,16,14,2021-01-16 14:00:00,2021-01-16,-1.5,겨울
24421,강남,487,2021,1,16,15,2021-01-16 15:00:00,2021-01-16,-0.9,겨울
24455,강남,488,2021,1,16,16,2021-01-16 16:00:00,2021-01-16,-1.5,겨울
24476,강남,531,2021,1,16,17,2021-01-16 17:00:00,2021-01-16,-2.8,겨울
24506,강남,583,2021,1,16,18,2021-01-16 18:00:00,2021-01-16,-3.2,겨울
24531,강남,696,2021,1,16,19,2021-01-16 19:00:00,2021-01-16,-3.6,겨울
24571,강남,732,2021,1,16,20,2021-01-16 20:00:00,2021-01-16,-4.2,겨울
24585,강남,794,2021,1,16,21,2021-01-16 21:00:00,2021-01-16,-5.0,겨울
24607,강남,774,2021,1,16,22,2021-01-16 22:00:00,2021-01-16,-5.9,겨울
24636,강남,751,2021,1,16,23,2021-01-16 23:00:00,2021-01-16,-6.9,겨울
24674,강남,708,2021,1,17,00,2021-01-17 00:00:00,2021-01-17,-7.5,겨울
24697,강남,661,2021,1,17,01,2021-01-17 01:00:00,2021-01-17,-7.6,겨울
24739,강남,626,2021,1,17,02,2021-01-17 02:00:00,2021-01-17,-7.9,겨울
24764,강남,612,2021,1,17,03,2021-01-17 03:00:00,2021-01-17,-8.0,겨울
24846,강남,610,2021,1,17,04,2021-01-17 04:00:00,2021-01-17,-7.7,겨울
24868,강남,602,2021,1,17,05,2021-01-17 05:00:00,2021-01-17,-8.1,겨울
24885,강남,598,2021,1,17,06,2021-01-17 06:00:00,2021-01-17,-8.2,겨울
24919,강남,592,2021,1,17,07,2021-01-17 07:00:00,2021-01-17,-8.4,겨울
24957,강남,610,2021,1,17,08,2021-01-17 08:00:00,2021-01-17,-8.1,겨울
24994,강남,649,2021,1,17,09,2021-01-17 09:00:00,2021-01-17,-7.5,겨울
25005,강남,651,2021,1,17,10,2021-01-17 10:00:00,2021-01-17,-6.0,겨울
25018,강남,606,2021,1,17,11,2021-01-17 11:00:00,2021-01-17,-4.9,겨울
25041,강남,584,2021,1,17,12,2021-01-17 12:00:00,2021-01-17,-4.0,겨울
25072,강남,557,2021,1,17,13,2021-01-17 13:00:00,2021-01-17,-2.2,겨울
25289,강남,526,2021,1,17,14,2021-01-17 14:00:00,2021-01-17,-2.1,겨울
25329,강남,499,2021,1,17,15,2021-01-17 15:00:00,2021-01-17,-1.6,겨울
25356,강남,515,2021,1,17,16,2021-01-17 16:00:00,2021-01-17,-1.7,겨울
25382,강남,557,2021,1,17,17,2021-01-17 17:00:00,2021-01-17,-1.7,겨울
25516,강남,625,2021,1,17,18,2021-01-17 18:00:00,2021-01-17,-1.6,겨울
25534,강남,705,2021,1,17,19,2021-01-17 19:00:00,2021-01-17,-2.0,겨울
25561,강남,740,2021,1,17,20,2021-01-17 20:00:00,2021-01-17,-2.0,겨울
25613,강남,749,2021,1,17,21,2021-01-17 21:00:00,2021-01-17,-2.9,겨울
25637,강남,726,2021,1,17,22,2021-01-17 22:00:00,2021-01-17,-3.3,겨울
25653,강남,702,2021,1,17,23,2021-01-17 23:00:00,2021-01-17,-2.6,겨울
25666,강남,628,2021,1,18,00,2021-01-18 00:00:00,2021-01-18,-2.3,겨울
25687,강남,598,2021,1,18,01,2021-01-18 01:00:00,2021-01-18,-4.7,겨울
25701,강남,579,2021,1,18,02,2021-01-18 02:00:00,2021-01-18,-3.3,겨울
438,강남,561,2021,1,18,03,2021-01-18 03:00:00,2021-01-18,-2.3,겨울
509,강남,554,2021,1,18,04,2021-01-18 04:00:00,2021-01-18,-3.3,겨울
568,강남,545,2021,1,18,05,2021-01-18 05:00:00,2021-01-18,-2.6,겨울
602,강남,554,2021,1,18,06,2021-01-18 06:00:00,2021-01-18,-2.9,겨울
649,강남,592,2021,1,18,07,2021-01-18 07:00:00,2021-01-18,-2.8,겨울
686,강남,637,2021,1,18,08,2021-01-18 08:00:00,2021-01-18,-2.3,겨울
746,강남,655,2021,1,18,09,2021-01-18 09:00:00,2021-01-18,-1.5,겨울
765,강남,675,2021,1,18,10,2021-01-18 10:00:00,2021-01-18,-0.5,겨울
785,강남,607,2021,1,18,11,2021-01-18 11:00:00,2021-01-18,-1.3,겨울
833,강남,620,2021,1,18,12,2021-01-18 12:00:00,2021-01-18,0.1,겨울
1055,강남,567,2021,1,18,13,2021-01-18 13:00:00,2021-01-18,-0.1,겨울
1071,강남,567,2021,1,18,14,2021-01-18 14:00:00,2021-01-18,1.0,겨울
1140,강남,576,2021,1,18,15,2021-01-18 15:00:00,2021-01-18,0.8,겨울
1670,강남,583,2021,1,18,16,2021-01-18 16:00:00,2021-01-18,0.5,겨울
1698,강남,593,2021,1,18,17,2021-01-18 17:00:00,2021-01-18,-1.3,겨울
1733,강남,631,2021,1,18,18,2021-01-18 18:00:00,2021-01-18,-3.1,겨울
1791,강남,762,2021,1,18,19,2021-01-18 19:00:00,2021-01-18,-4.2,겨울
1849,강남,831,2021,1,18,20,2021-01-18 20:00:00,2021-01-18,-4.6,겨울
1864,강남,843,2021,1,18,21,2021-01-18 21:00:00,2021-01-18,-5.0,겨울
1874,강남,842,2021,1,18,22,2021-01-18 22:00:00,2021-01-18,-6.1,겨울
1894,강남,827,2021,1,18,23,2021-01-18 23:00:00,2021-01-18,-7.2,겨울
1922,강남,749,2021,1,19,00,2021-01-19 00:00:00,2021-01-19,-8.1,겨울
1949,강남,691,2021,1,19,01,2021-01-19 01:00:00,2021-01-19,-8.5,겨울
1974,강남,651,2021,1,19,02,2021-01-19 02:00:00,2021-01-19,-8.7,겨울
2014,강남,669,2021,1,19,03,2021-01-19 03:00:00,2021-01-19,-9.1,겨울
2276,강남,645,2021,1,19,04,2021-01-19 04:00:00,2021-01-19,-9.4,겨울
2289,강남,634,2021,1,19,05,2021-01-19 05:00:00,2021-01-19,-9.5,겨울
2321,강남,652,2021,1,19,06,2021-01-19 06:00:00,2021-01-19,-9.9,겨울
2348,강남,690,2021,1,19,07,2021-01-19 07:00:00,2021-01-19,-10.2,겨울
2390,강남,733,2021,1,19,08,2021-01-19 08:00:00,2021-01-19,-9.6,겨울
2413,강남,769,2021,1,19,09,2021-01-19 09:00:00,2021-01-19,-9.2,겨울
2469,강남,715,2021,1,19,10,2021-01-19 10:00:00,2021-01-19,-7.0,겨울
2507,강남,654,2021,1,19,11,2021-01-19 11:00:00,2021-01-19,-5.4,겨울
2565,강남,596,2021,1,19,12,2021-01-19 12:00:00,2021-01-19,-5.1,겨울
2600,강남,575,2021,1,19,13,2021-01-19 13:00:00,2021-01-19,-3.2,겨울
3046,강남,502,2021,1,19,14,2021-01-19 14:00:00,2021-01-19,-1.9,겨울
3093,강남,483,2021,1,19,15,2021-01-19 15:00:00,2021-01-19,-1.4,겨울
3140,강남,484,2021,1,19,16,2021-01-19 16:00:00,2021-01-19,-0.3,겨울
3158,강남,534,2021,1,19,17,2021-01-19 17:00:00,2021-01-19,-1.5,겨울
3192,강남,610,2021,1,19,18,2021-01-19 18:00:00,2021-01-19,-2.7,겨울
3213,강남,683,2021,1,19,19,2021-01-19 19:00:00,2021-01-19,-2.5,겨울
3258,강남,729,2021,1,19,20,2021-01-19 20:00:00,2021-01-19,-2.8,겨울
3296,강남,776,2021,1,19,21,2021-01-19 21:00:00,2021-01-19,-4.8,겨울
3316,강남,769,2021,1,19,22,2021-01-19 22:00:00,2021-01-19,-5.3,겨울
3350,강남,772,2021,1,19,23,2021-01-19 23:00:00,2021-01-19,-5.6,겨울
3396,강남,701,2021,1,20,00,2021-01-20 00:00:00,2021-01-20,-5.4,겨울
3442,강남,629,2021,1,20,01,2021-01-20 01:00:00,2021-01-20,-6.0,겨울
3459,강남,644,2021,1,20,02,2021-01-20 02:00:00,2021-01-20,-5.8,겨울
3546,강남,605,2021,1,20,03,2021-01-20 03:00:00,2021-01-20,-6.8,겨울
3583,강남,585,2021,1,20,04,2021-01-20 04:00:00,2021-01-20,-7.2,겨울
3620,강남,581,2021,1,20,05,2021-01-20 05:00:00,2021-01-20,-6.8,겨울
3660,강남,600,2021,1,20,06,2021-01-20 06:00:00,2021-01-20,-7.4,겨울
3663,강남,648,2021,1,20,07,2021-01-20 07:00:00,2021-01-20,-7.3,겨울
3674,강남,671,2021,1,20,08,2021-01-20 08:00:00,2021-01-20,-6.4,겨울
3689,강남,704,2021,1,20,09,2021-01-20 09:00:00,2021-01-20,-5.3,겨울
3714,강남,657,2021,1,20,10,2021-01-20 10:00:00,2021-01-20,-3.2,겨울
3746,강남,615,2021,1,20,11,2021-01-20 11:00:00,2021-01-20,-1.1,겨울
3776,강남,542,2021,1,20,12,2021-01-20 12:00:00,2021-01-20,1.8,겨울
3822,강남,502,2021,1,20,13,2021-01-20 13:00:00,2021-01-20,3.5,겨울
3862,강남,480,2021,1,20,14,2021-01-20 14:00:00,2021-01-20,5.7,겨울
3891,강남,424,2021,1,20,15,2021-01-20 15:00:00,2021-01-20,6.6,겨울
3928,강남,404,2021,1,20,16,2021-01-20 16:00:00,2021-01-20,7.7,겨울
3970,강남,417,2021,1,20,17,2021-01-20 17:00:00,2021-01-20,6.4,겨울
3988,강남,472,2021,1,20,18,2021-01-20 18:00:00,2021-01-20,3.4,겨울
4007,강남,571,2021,1,20,19,2021-01-20 19:00:00,2021-01-20,0.6,겨울
4044,강남,642,2021,1,20,20,2021-01-20 20:00:00,2021-01-20,-0.1,겨울
4439,강남,703,2021,1,20,21,2021-01-20 21:00:00,2021-01-20,-1.4,겨울
4493,강남,689,2021,1,20,22,2021-01-20 22:00:00,2021-01-20,1.5,겨울
4531,강남,666,2021,1,20,23,2021-01-20 23:00:00,2021-01-20,1.9,겨울
4569,강남,601,2021,1,21,00,2021-01-21 00:00:00,2021-01-21,2.2,겨울
4586,강남,567,2021,1,21,01,2021-01-21 01:00:00,2021-01-21,2.2,겨울
4621,강남,521,2021,1,21,02,2021-01-21 02:00:00,2021-01-21,2.0,겨울
4645,강남,500,2021,1,21,03,2021-01-21 03:00:00,2021-01-21,2.1,겨울
4661,강남,472,2021,1,21,04,2021-01-21 04:00:00,2021-01-21,2.2,겨울
4687,강남,461,2021,1,21,05,2021-01-21 05:00:00,2021-01-21,2.4,겨울
4699,강남,475,2021,1,21,06,2021-01-21 06:00:00,2021-01-21,2.5,겨울
4714,강남,517,2021,1,21,07,2021-01-21 07:00:00,2021-01-21,2.6,겨울
4743,강남,550,2021,1,21,08,2021-01-21 08:00:00,2021-01-21,3.0,겨울
4767,강남,574,2021,1,21,09,2021-01-21 09:00:00,2021-01-21,3.5,겨울
4798,강남,573,2021,1,21,10,2021-01-21 10:00:00,2021-01-21,4.8,겨울
4818,강남,540,2021,1,21,11,2021-01-21 11:00:00,2021-01-21,5.4,겨울
4829,강남,489,2021,1,21,12,2021-01-21 12:00:00,2021-01-21,7.0,겨울
4864,강남,464,2021,1,21,13,2021-01-21 13:00:00,2021-01-21,7.1,겨울
5332,강남,456,2021,1,21,14,2021-01-21 14:00:00,2021-01-21,6.9,겨울
5364,강남,433,2021,1,21,15,2021-01-21 15:00:00,2021-01-21,5.3,겨울
5386,강남,462,2021,1,21,16,2021-01-21 16:00:00,2021-01-21,4.5,겨울
5415,강남,482,2021,1,21,17,2021-01-21 17:00:00,2021-01-21,4.4,겨울
5429,강남,529,2021,1,21,18,2021-01-21 18:00:00,2021-01-21,4.3,겨울
5452,강남,588,2021,1,21,19,2021-01-21 19:00:00,2021-01-21,4.1,겨울
5499,강남,643,2021,1,21,20,2021-01-21 20:00:00,2021-01-21,4.2,겨울
5555,강남,658,2021,1,21,21,2021-01-21 21:00:00,2021-01-21,4.2,겨울
5574,강남,650,2021,1,21,22,2021-01-21 22:00:00,2021-01-21,4.2,겨울
5612,강남,634,2021,1,21,23,2021-01-21 23:00:00,2021-01-21,4.3,겨울
5644,강남,552,2021,1,22,00,2021-01-22 00:00:00,2021-01-22,4.3,겨울
5681,강남,502,2021,1,22,01,2021-01-22 01:00:00,2021-01-22,4.3,겨울
5723,강남,471,2021,1,22,02,2021-01-22 02:00:00,2021-01-22,4.2,겨울
6270,강남,442,2021,1,22,03,2021-01-22 03:00:00,2021-01-22,4.1,겨울
6334,강남,432,2021,1,22,04,2021-01-22 04:00:00,2021-01-22,4.3,겨울
6360,강남,423,2021,1,22,05,2021-01-22 05:00:00,2021-01-22,4.1,겨울
6375,강남,427,2021,1,22,06,2021-01-22 06:00:00,2021-01-22,4.2,겨울
6390,강남,470,2021,1,22,07,2021-01-22 07:00:00,2021-01-22,4.2,겨울
6664,강남,520,2021,1,22,08,2021-01-22 08:00:00,2021-01-22,4.6,겨울
6693,강남,525,2021,1,22,09,2021-01-22 09:00:00,2021-01-22,4.9,겨울
6731,강남,525,2021,1,22,10,2021-01-22 10:00:00,2021-01-22,5.7,겨울
7885,강남,482,2021,1,22,11,2021-01-22 11:00:00,2021-01-22,6.3,겨울
7942,강남,452,2021,1,22,12,2021-01-22 12:00:00,2021-01-22,7.0,겨울
7985,강남,439,2021,1,22,13,2021-01-22 13:00:00,2021-01-22,6.8,겨울
8223,강남,423,2021,1,22,14,2021-01-22 14:00:00,2021-01-22,7.1,겨울
8254,강남,406,2021,1,22,15,2021-01-22 15:00:00,2021-01-22,6.9,겨울
8272,강남,398,2021,1,22,16,2021-01-22 16:00:00,2021-01-22,6.7,겨울
8311,강남,419,2021,1,22,17,2021-01-22 17:00:00,2021-01-22,6.3,겨울
8347,강남,457,2021,1,22,18,2021-01-22 18:00:00,2021-01-22,6.1,겨울
8380,강남,527,2021,1,22,19,2021-01-22 19:00:00,2021-01-22,6.0,겨울
8405,강남,587,2021,1,22,20,2021-01-22 20:00:00,2021-01-22,6.1,겨울
8418,강남,590,2021,1,22,21,2021-01-22 21:00:00,2021-01-22,6.1,겨울
8460,강남,592,2021,1,22,22,2021-01-22 22:00:00,2021-01-22,5.5,겨울
8500,강남,569,2021,1,22,23,2021-01-22 23:00:00,2021-01-22,5.0,겨울
8599,강남,513,2021,1,23,00,2021-01-23 00:00:00,2021-01-23,5.1,겨울
8662,강남,477,2021,1,23,01,2021-01-23 01:00:00,2021-01-23,4.6,겨울
8728,강남,468,2021,1,23,02,2021-01-23 02:00:00,2021-01-23,5.6,겨울
8777,강남,425,2021,1,23,03,2021-01-23 03:00:00,2021-01-23,3.8,겨울
8827,강남,396,2021,1,23,04,2021-01-23 04:00:00,2021-01-23,3.5,겨울
8876,강남,409,2021,1,23,05,2021-01-23 05:00:00,2021-01-23,3.7,겨울
8918,강남,409,2021,1,23,06,2021-01-23 06:00:00,2021-01-23,4.4,겨울
9516,강남,437,2021,1,23,07,2021-01-23 07:00:00,2021-01-23,4.3,겨울
9542,강남,448,2021,1,23,08,2021-01-23 08:00:00,2021-01-23,4.2,겨울
9579,강남,475,2021,1,23,09,2021-01-23 09:00:00,2021-01-23,6.6,겨울
9617,강남,480,2021,1,23,10,2021-01-23 10:00:00,2021-01-23,8.5,겨울
9658,강남,438,2021,1,23,11,2021-01-23 11:00:00,2021-01-23,9.9,겨울
9814,강남,429,2021,1,23,12,2021-01-23 12:00:00,2021-01-23,10.6,겨울
9847,강남,417,2021,1,23,13,2021-01-23 13:00:00,2021-01-23,11.1,겨울
10187,강남,384,2021,1,23,14,2021-01-23 14:00:00,2021-01-23,12.1,겨울
10211,강남,370,2021,1,23,15,2021-01-23 15:00:00,2021-01-23,12.2,겨울
10227,강남,337,2021,1,23,16,2021-01-23 16:00:00,2021-01-23,12.6,겨울
10249,강남,338,2021,1,23,17,2021-01-23 17:00:00,2021-01-23,11.2,겨울
10263,강남,374,2021,1,23,18,2021-01-23 18:00:00,2021-01-23,10.0,겨울
10324,강남,458,2021,1,23,19,2021-01-23 19:00:00,2021-01-23,8.9,겨울
10352,강남,504,2021,1,23,20,2021-01-23 20:00:00,2021-01-23,8.1,겨울
10387,강남,516,2021,1,23,21,2021-01-23 21:00:00,2021-01-23,7.5,겨울
10408,강남,519,2021,1,23,22,2021-01-23 22:00:00,2021-01-23,7.0,겨울
10447,강남,527,2021,1,23,23,2021-01-23 23:00:00,2021-01-23,6.4,겨울
10670,강남,480,2021,1,24,00,2021-01-24 00:00:00,2021-01-24,6.1,겨울
10700,강남,448,2021,1,24,01,2021-01-24 01:00:00,2021-01-24,5.0,겨울
10745,강남,436,2021,1,24,02,2021-01-24 02:00:00,2021-01-24,4.6,겨울
10774,강남,414,2021,1,24,03,2021-01-24 03:00:00,2021-01-24,3.7,겨울
10815,강남,410,2021,1,24,04,2021-01-24 04:00:00,2021-01-24,2.1,겨울
10860,강남,404,2021,1,24,05,2021-01-24 05:00:00,2021-01-24,1.3,겨울
11191,강남,419,2021,1,24,06,2021-01-24 06:00:00,2021-01-24,1.0,겨울
11224,강남,443,2021,1,24,07,2021-01-24 07:00:00,2021-01-24,0.3,겨울
11256,강남,437,2021,1,24,08,2021-01-24 08:00:00,2021-01-24,0.4,겨울
11270,강남,436,2021,1,24,09,2021-01-24 09:00:00,2021-01-24,2.9,겨울
11307,강남,415,2021,1,24,10,2021-01-24 10:00:00,2021-01-24,7.3,겨울
11318,강남,398,2021,1,24,11,2021-01-24 11:00:00,2021-01-24,8.4,겨울
11340,강남,392,2021,1,24,12,2021-01-24 12:00:00,2021-01-24,9.5,겨울
11368,강남,392,2021,1,24,13,2021-01-24 13:00:00,2021-01-24,11.3,겨울
11383,강남,348,2021,1,24,14,2021-01-24 14:00:00,2021-01-24,12.7,겨울
11399,강남,321,2021,1,24,15,2021-01-24 15:00:00,2021-01-24,13.3,겨울
11428,강남,317,2021,1,24,16,2021-01-24 16:00:00,2021-01-24,13.3,겨울
11461,강남,332,2021,1,24,17,2021-01-24 17:00:00,2021-01-24,11.5,겨울
11491,강남,385,2021,1,24,18,2021-01-24 18:00:00,2021-01-24,8.7,겨울
11543,강남,458,2021,1,24,19,2021-01-24 19:00:00,2021-01-24,6.6,겨울
11585,강남,510,2021,1,24,20,2021-01-24 20:00:00,2021-01-24,5.5,겨울
11627,강남,524,2021,1,24,21,2021-01-24 21:00:00,2021-01-24,4.2,겨울
11667,강남,506,2021,1,24,22,2021-01-24 22:00:00,2021-01-24,4.2,겨울
11702,강남,467,2021,1,24,23,2021-01-24 23:00:00,2021-01-24,3.2,겨울
11735,강남,431,2021,1,25,00,2021-01-25 00:00:00,2021-01-25,2.8,겨울
11778,강남,418,2021,1,25,01,2021-01-25 01:00:00,2021-01-25,2.0,겨울
11801,강남,398,2021,1,25,02,2021-01-25 02:00:00,2021-01-25,1.6,겨울
11825,강남,385,2021,1,25,03,2021-01-25 03:00:00,2021-01-25,1.5,겨울
11895,강남,371,2021,1,25,04,2021-01-25 04:00:00,2021-01-25,1.4,겨울
11944,강남,374,2021,1,25,05,2021-01-25 05:00:00,2021-01-25,1.5,겨울
11990,강남,384,2021,1,25,06,2021-01-25 06:00:00,2021-01-25,3.0,겨울
12029,강남,459,2021,1,25,07,2021-01-25 07:00:00,2021-01-25,1.7,겨울
12071,강남,487,2021,1,25,08,2021-01-25 08:00:00,2021-01-25,2.3,겨울
12142,강남,505,2021,1,25,09,2021-01-25 09:00:00,2021-01-25,4.3,겨울
12196,강남,468,2021,1,25,10,2021-01-25 10:00:00,2021-01-25,6.1,겨울
12239,강남,424,2021,1,25,11,2021-01-25 11:00:00,2021-01-25,8.1,겨울
12291,강남,409,2021,1,25,12,2021-01-25 12:00:00,2021-01-25,9.8,겨울
12342,강남,388,2021,1,25,13,2021-01-25 13:00:00,2021-01-25,11.5,겨울
12365,강남,354,2021,1,25,14,2021-01-25 14:00:00,2021-01-25,13.2,겨울
12421,강남,291,2021,1,25,15,2021-01-25 15:00:00,2021-01-25,14.1,겨울
12480,강남,279,2021,1,25,16,2021-01-25 16:00:00,2021-01-25,14.6,겨울
12582,강남,282,2021,1,25,17,2021-01-25 17:00:00,2021-01-25,13.4,겨울
12623,강남,307,2021,1,25,18,2021-01-25 18:00:00,2021-01-25,9.4,겨울
12636,강남,393,2021,1,25,19,2021-01-25 19:00:00,2021-01-25,6.8,겨울
12663,강남,428,2021,1,25,20,2021-01-25 20:00:00,2021-01-25,5.7,겨울
12684,강남,504,2021,1,25,21,2021-01-25 21:00:00,2021-01-25,5.5,겨울
12726,강남,534,2021,1,25,22,2021-01-25 22:00:00,2021-01-25,6.1,겨울
12756,강남,504,2021,1,25,23,2021-01-25 23:00:00,2021-01-25,6.2,겨울
12787,강남,419,2021,1,26,00,2021-01-26 00:00:00,2021-01-26,4.8,겨울
12811,강남,424,2021,1,26,01,2021-01-26 01:00:00,2021-01-26,5.0,겨울
12840,강남,395,2021,1,26,02,2021-01-26 02:00:00,2021-01-26,5.6,겨울
12848,강남,388,2021,1,26,03,2021-01-26 03:00:00,2021-01-26,5.4,겨울
12882,강남,358,2021,1,26,04,2021-01-26 04:00:00,2021-01-26,6.2,겨울
12929,강남,358,2021,1,26,05,2021-01-26 05:00:00,2021-01-26,6.7,겨울
12965,강남,361,2021,1,26,06,2021-01-26 06:00:00,2021-01-26,6.5,겨울
12989,강남,396,2021,1,26,07,2021-01-26 07:00:00,2021-01-26,6.4,겨울
13020,강남,440,2021,1,26,08,2021-01-26 08:00:00,2021-01-26,5.9,겨울
13069,강남,455,2021,1,26,09,2021-01-26 09:00:00,2021-01-26,6.8,겨울
13123,강남,439,2021,1,26,10,2021-01-26 10:00:00,2021-01-26,5.7,겨울
13167,강남,426,2021,1,26,11,2021-01-26 11:00:00,2021-01-26,5.4,겨울
